(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B09542LZPC,B00FBPL5K8,"Ripple Junction Average Joes Dodgeball Costume 2 Pcs - Adult Yellow Jersey from Dodgeball Movie | Halloween Costume for Men & Women | Cosplay, Roleplay, Comic Con & Halloween Sports Costume",dodgeball003-M,178,2,0.08%,0.08%,241,3,0.08%,0.09%,95.48%,100.00%,16,4,8.99%,200.00%,$721.72,$176.84,14,2
B07BV15X7N,B00FZ3LPUQ,Power Rangers Pink Baby Ranger Costume Romper Onesie (0-6 Months),powerrangers018pink-0/6,179,1,0.08%,0.04%,240,1,0.08%,0.03%,99.31%,100.00%,15,0,8.38%,0.00%,$299.25,$0.00,14,0
B01L2EGI58,B01L2EGI58,Rocky Black Italian Stallion Boxer Shorts (Adult Medium),rockyshorts-M,272,0,0.12%,0.00%,408,0,0.14%,0.00%,97.30%,0.00%,15,0,5.51%,0.00%,$314.25,$0.00,14,0
B07FK33CZ5,B07FK2Q72P,NWO New World Order Red Ink Adult Black T-Shirt (XX-Large),nwo003-XXL,76,2,0.03%,0.08%,91,2,0.03%,0.06%,98.86%,100.00%,17,0,22.37%,0.00%,$373.15,$0.00,14,0
B08JZGFKGH,B07GJXT48C,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Raphael,XXL)",tmnt016-Raph-Mens-2XL,422,5,0.19%,0.20%,538,5,0.18%,0.15%,46.81%,25.00%,14,0,3.32%,0.00%,$279.30,$0.00,14,0
B08JZGFKGH,B07GJXTLZP,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Raphael,Medium)",tmnt016-Raph-Mens-M,924,13,0.41%,0.51%,"1,235",18,0.42%,0.53%,15.83%,0.00%,14,0,1.52%,0.00%,$279.30,$0.00,14,0
B07JD991N3,B07JBKN118,Nickelodeon Boys Henry Danger Costume Pajama Set (Boys Size 8),HenryDangerSet-BLLTV-8,670,5,0.29%,0.20%,880,7,0.30%,0.21%,99.32%,100.00%,16,0,2.39%,0.00%,$447.20,$0.00,14,0
B07VPR97D6,B07VPR97D6,Costume Agent Jessie Cowboy Cowgirl Chaps Halloween & Cosplay Costume Accessory for Adults - White,100950-CowboyChaps1,626,9,0.28%,0.36%,830,10,0.28%,0.29%,97.59%,90.00%,14,1,2.24%,11.11%,$642.84,$45.49,14,1
B00MEDQ1XQ,B09GL5NX9P,"Costume Agent A League of Their Own Costume 3 Pcs - Rockford Peaches Costume AAGPBL with Red Hat & Belt | Baseball Dress for Comic Con, Cosplay, Themed Birthday Party & Halloween Costumes for Women",leagueoftheirowncostume-FBA-L/XL,592,14,0.26%,0.55%,749,15,0.26%,0.44%,98.32%,92.86%,15,0,2.53%,0.00%,$884.85,$0.00,14,0
B09HWLGYZC,B09HW99L3M,Golf Rainbow Cardigan Sweater Caddy Halloween Costume Cosplay,204092-RainbowCardigan-L,39,0,0.02%,0.00%,65,0,0.02%,0.00%,95.00%,0.00%,14,0,35.90%,0.00%,$755.30,$0.00,14,0
B0BBHDTHX5,B0BBHWN6VD,Ninja Super Hero Turtle Eye Mask Halloween Costume Cosplay (Purple),103013-TmntEyeMask-Purple,230,4,0.10%,0.16%,297,4,0.10%,0.12%,99.32%,100.00%,14,1,6.09%,25.00%,$83.24,$5.89,14,1
B0BGMDXHGL,B0BGMCSGLJ,"Bel Air Prince Green Shirt, Shorts and Hat Halloween Costume Cosplay",220901-FreshPrinceCostume-L,182,1,0.08%,0.04%,245,1,0.08%,0.03%,94.02%,100.00%,14,0,7.69%,0.00%,$685.86,$0.00,14,0
B0BGVMPWHQ,B0BGVMPWHQ,Golfing Colorful Judge Smails Halloween Costume Fedora Hat,220930-CaddyShackHat,159,4,0.07%,0.16%,212,7,0.07%,0.21%,99.53%,100.00%,14,0,8.81%,0.00%,$419.30,$0.00,14,0
B07CBSCYDF,B000YY2NFM,Peanuts Charlie Brown Costume T-Shirt,Peanuts001-L,160,2,0.07%,0.08%,206,4,0.07%,0.12%,97.95%,100.00%,13,0,8.13%,0.00%,$285.35,$0.00,13,0
B001GN1H0M,B001GN1H0M,BATMAN Halloween Costume Cosplay The Dark Knight Jok Aer Playing Cards Accessory,jokercards,418,8,0.18%,0.32%,558,13,0.19%,0.38%,93.55%,100.00%,13,0,3.11%,0.00%,$220.35,$0.00,13,0
B009KMCL6K,B005EHIUWE,"T-Shirt - Futurama - Planet Express, Black, X-Large",Futurama003-XL,140,1,0.06%,0.04%,172,1,0.06%,0.03%,98.14%,100.00%,13,1,9.29%,100.00%,$268.12,$22.72,13,1
B07GBKJVJF,B07GBJQ76X,Star Wars Imperial Officer Metal Aplique Twil Cap (Olive),ImperialOfficerCap-ECSW2060TV-Olive,340,1,0.15%,0.04%,493,2,0.17%,0.06%,99.39%,100.00%,16,0,4.71%,0.00%,$287.20,$0.00,13,0
B08JZGFKGH,B07GJYJCJZ,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Donatello,X-Large)",tmnt016-Don-Mens-XL,"1,249",15,0.55%,0.59%,"1,585",17,0.54%,0.50%,25.34%,0.00%,13,0,1.04%,0.00%,$259.35,$0.00,13,0
B08JZGFKGH,B07GJYQYT8,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Leonardo,X-Large)",tmnt016-Leo-Mens-XL,"1,323",16,0.58%,0.63%,"1,821",17,0.62%,0.50%,16.01%,7.14%,13,0,0.98%,0.00%,$259.35,$0.00,13,0
B07H4ZXX3F,B07H4YSWZZ,Giraffe Inflatable Halloween Costume Cosplay Jumpsuit (Adult),InflatableGiraffe-Adult,171,3,0.08%,0.12%,215,4,0.07%,0.12%,97.00%,75.00%,14,0,8.19%,0.00%,$559.86,$0.00,13,0
B09KS8CDXM,B09KS7VKZ3,It's Always Sunny in Philadelphia Paddy's Irish Pub Adjustable Hat (Dark Green),SUHT2185-PaddysHat-DarkGreen,108,1,0.05%,0.04%,168,1,0.06%,0.03%,95.65%,100.00%,13,0,12.04%,0.00%,$324.35,$0.00,13,0
B0BGQLJVDB,B0BGQPD86B,"Christmas Green Monster Furry Jumpsuit Shoes Gloves and Mask Halloween Costume Cosplay (Green Monster Standard Mask, L/XL)",GreenMonsterSuit-Mask1-L-XL,222,3,0.10%,0.12%,324,3,0.11%,0.09%,97.18%,100.00%,13,1,5.86%,33.33%,$718.80,$59.35,13,1
B000H6PAGG,B000H6PAGG,X-Men Z69 BELT BUCKLE,RO-ARWZ-IIN8,359,3,0.16%,0.12%,476,4,0.16%,0.12%,96.22%,100.00%,13,0,3.62%,0.00%,$259.35,$0.00,12,0
B0026PNI8I,B0026POOT0,The Big Lebowski Kaoru Betto Baseball Raglan T-Shirt (Adult X-Large) White,bigl012-XL,54,1,0.02%,0.04%,71,1,0.02%,0.03%,91.67%,100.00%,12,0,22.22%,0.00%,$347.40,$0.00,12,0
B005K0V6EO,B005K0V6EO,Adult Unisex Hulk Hogan Hulkamania Pro Wrestler Manic Halloween Costume Wig,wmw001,167,4,0.07%,0.16%,207,4,0.07%,0.12%,98.07%,75.00%,12,0,7.19%,0.00%,$315.40,$0.00,12,0
B015TM9GTE,B015TM9GTE,Joy Inside Out Blue Costume Wig,insideoutjoywig,138,4,0.06%,0.16%,184,6,0.06%,0.18%,93.48%,100.00%,12,1,8.70%,25.00%,$227.21,$18.76,12,1
B01LBRL76Q,B01LBRLDX8,Caribbean Pirate Brown Costume Boots (X-Large 14),100576BROWN-XL,322,4,0.14%,0.16%,393,4,0.13%,0.12%,99.45%,100.00%,12,0,3.73%,0.00%,$911.40,$0.00,12,0
B072K9Y1SC,B01M16CG9F,Pro Wrestling Costume Boots (Medium White),wrestlingboots-MW,224,2,0.10%,0.08%,274,2,0.09%,0.06%,98.47%,100.00%,12,1,5.36%,50.00%,$719.28,$59.39,12,1
B07GBH2172,B07GBH2172,National Lampoon's Christmas Vacation Cousin Eddie Trapper Faux Hat,EMVC1019TV-CousinEddieHat,316,5,0.14%,0.20%,403,7,0.14%,0.21%,99.01%,100.00%,13,0,4.11%,0.00%,$363.35,$0.00,12,0
B08JZGFKGH,B07GJXVJX7,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Michelangelo,Medium)",tmnt016-Mike-Mens-M,738,9,0.32%,0.36%,971,12,0.33%,0.35%,29.70%,30.00%,12,0,1.63%,0.00%,$239.40,$0.00,12,0
B08LDVVLHK,B07YX94S4T,Indiana J Holy Grail Cup Replica Halloween Costume Cosplay Prop (1 Pack),IndianaJHolyGrailCup,169,0,0.07%,0.00%,213,0,0.07%,0.00%,98.10%,0.00%,12,0,7.10%,0.00%,$179.40,$0.00,12,0
B08LQMJN5L,B08LQQTDXC,"Power Rangers White Costume T-Shirt(White,Medium)",PowerRangers-White-SLShirt-M,186,1,0.08%,0.04%,237,1,0.08%,0.03%,50.23%,100.00%,12,0,6.45%,0.00%,$239.40,$0.00,12,0
B09GP6SRLY,B09BS736RK,"Disguise womens Mary Sanderson Costume, Deluxe Official Hocus Pocus Mary Dress Adult Sized Costumes, As Shown, Women s Size Medium 8-10 US",109019B-HocusPocusMARYCostume-M,242,3,0.11%,0.12%,325,3,0.11%,0.09%,49.17%,50.00%,12,0,4.96%,0.00%,$479.40,$0.00,12,0
B0BBH9BFF5,B0BBH9BFF5,Adult Unisex Allan Las Vegas Party Hangover Movie Deluxe Halloween Costume Beard Brown,1256-HangoverBeard,87,0,0.04%,0.00%,113,0,0.04%,0.00%,95.58%,0.00%,12,0,13.79%,0.00%,$239.40,$0.00,12,0
B0BKTG5GTZ,B0BKTGLVKL,Kool Aid Trek Day Tie Dye T-Shirt for Mens and Womens Multicolor,HEKA00ZMSC-KoolAidShirt-XL,126,2,0.06%,0.08%,141,2,0.05%,0.06%,97.01%,100.00%,14,0,11.11%,0.00%,$140.00,$0.00,12,0
B07CRL3XFJ,B000HQAXEA,"Hulk Hogan ""hulkamania"" Sleeveless T-shirt Gold [Apparel] Size: Small",hulk003-S,331,5,0.15%,0.20%,408,7,0.14%,0.21%,98.02%,85.71%,12,0,3.63%,0.00%,$299.40,$0.00,11,0
B07CBSCYDF,B000YY4LIY,Peanuts Charlie Brown Costume T-Shirt (Adult X-Large),Peanuts001-XL,106,3,0.05%,0.12%,129,4,0.04%,0.12%,100.00%,0.00%,11,0,10.38%,0.00%,$241.45,$0.00,11,0
B07BZDXRQC,B00CP8M0GM,Adult M&M’S Character Big Face T-Shirt,mm001Nred-M,111,1,0.05%,0.04%,145,1,0.05%,0.03%,99.23%,100.00%,13,0,11.71%,0.00%,$298.35,$0.00,11,0
B07CKNSJPS,B00JHLXYDI,Fifth Sun NASA Logo Adult Black T-Shirt (Adult Large),nasa002-L,126,2,0.06%,0.08%,162,3,0.06%,0.09%,92.86%,100.00%,11,0,8.73%,0.00%,$186.45,$0.00,11,0
B07CKNSJPS,B00JHM3072,Fifth Sun NASA Logo Adult Black T-Shirt (Adult X-Large),nasa002-XL,118,0,0.05%,0.00%,148,0,0.05%,0.00%,97.79%,0.00%,12,0,10.17%,0.00%,$167.40,$0.00,11,0
B072K9Y1SC,B01M0UQKL2,Pro Wrestling Costume Boots (Medium Black),wrestlingboots-MB,267,1,0.12%,0.04%,320,1,0.11%,0.03%,98.04%,100.00%,11,0,4.12%,0.00%,$659.89,$0.00,11,0
B0756JKRZ8,B0756JKRZ8,Wonder Woman Peel and Stick Face Tattoos,6132-WonderWomanFaceTattoos,150,3,0.07%,0.12%,213,7,0.07%,0.21%,99.53%,100.00%,17,6,11.33%,200.00%,$133.29,$45.84,11,1
B07C9RDZW5,B07BTJRQWP,Hulk Hogan Hulkamania Sunglasses Yellow,hulkglassesN-yellow,73,1,0.03%,0.04%,91,1,0.03%,0.03%,98.84%,100.00%,11,0,15.07%,0.00%,$175.45,$0.00,11,0
B08JZGFKGH,B07GK1CZPS,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Leonardo,Medium)",tmnt016-Leo-Mens-M,"1,023",8,0.45%,0.32%,"1,412",15,0.48%,0.44%,18.14%,16.67%,11,0,1.08%,0.00%,$219.45,$0.00,11,0
B083QQY4X4,B083QPPJC8,Costume Agent 90's Modern Life Button Down Shirt Blue,204089-ModernLife-M,123,2,0.05%,0.08%,160,2,0.05%,0.06%,97.99%,100.00%,11,0,8.94%,0.00%,$373.45,$0.00,11,0
B09DXKDKB8,B09DXJPQWJ,"Power Rangers Mighty Morphin Pink Boys Youth Armor Costume T-Shirt (SM, Pink)",PRangersShirtYouth-Pink-S,104,1,0.05%,0.04%,126,2,0.04%,0.06%,87.83%,0.00%,11,0,10.58%,0.00%,$219.45,$0.00,11,0
B09DXKDKB8,B09DXKWX1P,"Power Rangers Mighty Morphin Red Boys Youth Armor Costume T-Shirt (SM, Red)",PRangersShirtYouth-Red-S,107,0,0.05%,0.00%,126,0,0.04%,0.00%,96.61%,0.00%,11,0,10.28%,0.00%,$219.45,$0.00,11,0
B09DXKDKB8,B09DXKZTQM,"Power Rangers Mighty Morphin Pink Boys Youth Armor Costume T-Shirt(XS, Pink)",PRangersShirtYouth-Pink-XS,197,2,0.09%,0.08%,226,2,0.08%,0.06%,99.21%,100.00%,11,0,5.58%,0.00%,$219.45,$0.00,11,0
B0BKTG5GTZ,B0BKTFCZXL,Kool Aid Trek Day Tie Dye T-Shirt for Mens and Womens Multicolor,HEKA00ZMSC-KoolAidShirt-M,99,2,0.04%,0.08%,113,2,0.04%,0.06%,97.20%,100.00%,11,0,11.11%,0.00%,$110.00,$0.00,11,0
B07CKDD29N,B0019CEOXM,Rocky Balboa Mens Apollo Movie Boxing American Flag Shorts (X-Large),ApolloShorts-XL,191,4,0.08%,0.16%,235,4,0.08%,0.12%,98.24%,100.00%,10,0,5.24%,0.00%,$201.50,$0.00,10,0
B07CBCX8VV,B001C40Y2C,"The Office Michael Scott's Fun Run Race Blue T-Shirt Tee, X-Large",Office008-XL,179,1,0.08%,0.04%,224,1,0.08%,0.03%,99.53%,100.00%,10,0,5.59%,0.00%,$187.90,$0.00,10,0
B07C6DR6BY,B002X5ODG2,Jack Daniel's Whiskey Old No. 7 Tenessee Label Adult Black T-Shirt (Medium),JackDaniels001-MensShirt-M,283,1,0.12%,0.04%,374,1,0.13%,0.03%,40.32%,0.00%,10,0,3.53%,0.00%,$229.50,$0.00,10,0
B07C5J9R6F,B0054RW2D2,Scott Pilgrim vs. The World Movie Wristband (Green & White),scottpilgrimwristband-GreenandWhite,119,0,0.05%,0.00%,174,0,0.06%,0.00%,91.18%,0.00%,11,0,9.24%,0.00%,$65.45,$0.00,10,0
B006A9VGO4,B006A9VGO4,"Glass Das Boot Beer Mug 2 Liter As Seen in Beerfest, Garden, Lawn, Maintenance",beerfestdasboot2liter1,144,4,0.06%,0.16%,183,6,0.06%,0.18%,97.81%,50.00%,30,12,20.83%,300.00%,$463.26,$176.16,10,1
B07BS3YC9C,B007W58NMI,Arrested Development Distressed Bluth's Original Frozen Banana Royal Blue Heather Mens T-shirt (Adult X-Large),arrested011-XL,76,3,0.03%,0.12%,93,4,0.03%,0.12%,93.51%,33.33%,11,0,14.47%,0.00%,$239.45,$0.00,10,0
B07CR1X62V,B009OL32A6,The Heavyweights Tony Perkis Power Camp Hope Black Adult Sleeveless Tank Top (Adult X-Large),heavyweights001TANK-XL,128,1,0.06%,0.04%,166,1,0.06%,0.03%,97.59%,100.00%,10,0,7.81%,0.00%,$189.50,$0.00,10,0
B07CKFHYJT,B00BJQKCPC,Step Brothers Pablo Cruise Adult Gray and Maroon Raglan T-Shirt (Adult X-Large),stepbros010-XL,68,2,0.03%,0.08%,77,2,0.03%,0.06%,95.89%,100.00%,10,0,14.71%,0.00%,$249.50,$0.00,10,0
B07CMHJ9J7,B00CMQWQAC,Los Pollos Hermanos Logo T-Shirt Tee Navy,breakingbad004navy-L,308,5,0.14%,0.20%,427,6,0.15%,0.18%,98.40%,100.00%,11,0,3.57%,0.00%,$219.45,$0.00,10,0
B07BZDXRQC,B00CP8M3MS,M&M M&M's Candy Blue Silly Character Face Adult T-Shirt (X-Large),mm001Nblu-XL,110,2,0.05%,0.08%,147,4,0.05%,0.12%,94.16%,100.00%,10,0,9.09%,0.00%,$229.50,$0.00,10,0
B00DNGZ96S,B00DNGYYNM,Teenage Mutant Ninja Turtles TMNT Donatello Costume Green T-Shirt with Purple Eye Mask (Adult Large),tmnt045Don-L,94,2,0.04%,0.08%,120,5,0.04%,0.15%,97.37%,100.00%,10,2,10.64%,100.00%,$219.06,$43.46,10,2
B09542LZPC,B00FBPL73S,"Ripple Junction Average Joes Dodgeball Costume 2 Pcs - Adult Yellow Jersey from Dodgeball Movie | Halloween Costume for Men & Women | Cosplay, Roleplay, Comic Con & Halloween Sports Costume",dodgeball003-XL,211,1,0.09%,0.04%,273,3,0.09%,0.09%,95.77%,100.00%,12,1,5.69%,100.00%,$564.43,$44.54,10,1
B07CKXLQW7,B01JGYNNYU,"COSTUME AGENT Big Lebowski Costume Pajama - Sweater Pajama Pants from The Dude Costume Big Lebowski | Men Pajama for Halloween Costume, Cosplay, Comic Con, Everyday Use &amp; Themed Birthday Party",biglpants001-L,293,3,0.13%,0.12%,387,5,0.13%,0.15%,98.92%,100.00%,10,0,3.41%,0.00%,$339.50,$0.00,10,0
B0777PZDC5,B0777MHCJQ,Dr Who Tardis Lounge Pants (XX-Large),DW0185-TardisGridLoungePants-2XL,209,1,0.09%,0.04%,278,2,0.10%,0.06%,96.76%,100.00%,12,0,5.74%,0.00%,$215.40,$0.00,10,0
B07BRLMRFZ,B07BS1YJGN,"Costume Agent Hulkamani Logo Snapsuit Infant Baby Romper (12 months, Red)",hulk007N-12,69,0,0.03%,0.00%,83,0,0.03%,0.00%,97.50%,0.00%,11,0,15.94%,0.00%,$208.45,$0.00,10,0
B07BRZNC83,B07C9GXRXT,Hulk Hogan Hulkamania Sleeveless Red T-Shirt (Adult X-Large),hulk003redN-XL,92,1,0.04%,0.04%,117,1,0.04%,0.03%,94.74%,100.00%,10,0,10.87%,0.00%,$249.50,$0.00,10,0
B07FK33CZ5,B07FK246XG,NWO New World Order Red Ink Adult Black T-Shirt (Large),nwo003-L,80,1,0.04%,0.04%,101,2,0.03%,0.06%,98.95%,100.00%,12,0,15.00%,0.00%,$263.40,$0.00,10,0
B07FK33CZ5,B07FK4PQ86,NWO New World Order Red Ink Adult Black T-Shirt (Medium),nwo003-M,87,2,0.04%,0.08%,109,2,0.04%,0.06%,99.07%,100.00%,11,0,12.64%,0.00%,$241.45,$0.00,10,0
B08JZGFKGH,B07GJWYTMX,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Donatello,XXXL)",tmnt016-Don-Mens-3XL,254,1,0.11%,0.04%,318,1,0.11%,0.03%,44.41%,0.00%,10,0,3.94%,0.00%,$199.50,$0.00,10,0
B084PZDKRH,B07GSG8ZHL,Costume Agent Personalized Add Your Own Image Custom Adult Sublimation Capes White,CustomSublimationCape-BlackWhite,345,7,0.15%,0.28%,526,8,0.18%,0.24%,98.43%,100.00%,12,1,3.48%,14.29%,$275.17,$22.72,10,1
B07H4Y8HRF,B07H4Y8HRF,Jughead Jones Adult Costume Cosplay Beanie Hat Brown,RiverdaleHat001,140,0,0.06%,0.00%,207,0,0.07%,0.00%,87.92%,0.00%,11,0,7.86%,0.00%,$175.45,$0.00,10,0
B07XHP25VK,B07XHP25VK,Sherriff Woody Cowboy Cartoon Character Halloween Costume Accessory Gold Badge,SheriffWoodyBadge,137,3,0.06%,0.12%,178,4,0.06%,0.12%,94.38%,100.00%,10,0,7.30%,0.00%,$59.50,$0.00,10,0
B0887M6B4H,B0887LFPN8,Hollywood Champion Adult White T-Shirt,3001-White-ChampionShirt-M,38,0,0.02%,0.00%,46,0,0.02%,0.00%,100.00%,0.00%,10,0,26.32%,0.00%,$229.50,$0.00,10,0
B09KS5M1P8,B0934G8T62,"Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt (as1, Alpha, x_s, Regular, Donatello)",TMNTShirt-Youth-Donatello-XS,432,3,0.19%,0.12%,544,6,0.19%,0.18%,96.21%,83.33%,10,0,2.31%,0.00%,$199.50,$0.00,10,0
B09KS5M1P8,B0934Q85CV,"Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt (as1, Alpha, l, Regular, Michelangelo)",TMNTShirt-Youth-Mike-L,160,1,0.07%,0.04%,214,2,0.07%,0.06%,95.31%,100.00%,10,0,6.25%,0.00%,$199.50,$0.00,10,0
B0938H8RVR,B0938H8RVR,Las Vegas Visor Hat Sunglasses and Cigarette Holder Halloween Costume Cosplay Accessory Set Green,Fearloathing-LasVegasVisorSet,105,2,0.05%,0.08%,142,5,0.05%,0.15%,99.30%,100.00%,10,0,9.52%,0.00%,$269.50,$0.00,10,0
B09CR9V2F5,B09CRRLYX7,Costume Agent Willy's Wonderland The Janitor Blue T-Shirt,WillysWonderland-Shirt-M,94,0,0.04%,0.00%,128,0,0.04%,0.00%,91.38%,0.00%,11,0,11.70%,0.00%,$274.45,$0.00,10,0
B09DXKDKB8,B09DXKCZW7,"Power Rangers Mighty Morphin Red Boys Youth Armor Costume T-Shirt (MD, Red)",PRangersShirtYouth-Red-M,105,1,0.05%,0.04%,118,1,0.04%,0.03%,93.58%,0.00%,10,0,9.52%,0.00%,$199.50,$0.00,10,0
B09H8FK5MN,B09H8X1FZG,"Boxing Robe and Shorts Halloween Costume Cosplay for Kids Custom Satin Boxer Cloak (American Flag, Blank (Not Custom))",220846-BoxingRobeKids-Flag,154,4,0.07%,0.16%,212,6,0.07%,0.18%,97.47%,100.00%,24,0,15.58%,0.00%,$718.80,$0.00,10,0
B09S7XZKMZ,B09S7NT224,Super Hero Cape Kids Dress Up Costume Add Your Name Personalized Custom Capes (Blue Shield),custom-KidsCape-CptAmerica,112,3,0.05%,0.12%,162,4,0.06%,0.12%,100.00%,100.00%,10,0,8.93%,0.00%,$249.50,$0.00,10,0
B09V987PMJ,B09V96HFGB,New World Wrestling Wolfpac Order Logo Adult Red T-Shirt (X-Large),nwo004redN-XL,98,1,0.04%,0.04%,160,1,0.05%,0.03%,96.79%,100.00%,11,0,11.22%,0.00%,$219.45,$0.00,10,0
B0B9192QZ4,B0B916CGG1,Karate Cobra Mohawk Halloween Costume Blue and Red Wig Cosplay (Blue) One Size,1253-CobraKaiHawk-Blue,159,2,0.07%,0.08%,258,5,0.09%,0.15%,97.29%,100.00%,10,0,6.29%,0.00%,$249.50,$0.00,10,0
B07C6DR6BY,B002X5SU9I,Jack Daniel's Whiskey Old No. 7 Tenessee Label Adult Black T-Shirt (XX-Large),JackDaniels001-MensShirt-XXL,76,0,0.03%,0.00%,95,0,0.03%,0.00%,97.67%,0.00%,9,0,11.84%,0.00%,$206.55,$0.00,9,0
B07BRRYDGL,B00345BECQ,"SNL Saturday Night Live More Cowbell Vintage Tan with Brown Ringers T-Shirt Tee, Tan, Large",SNL007tan-L,113,0,0.05%,0.00%,149,0,0.05%,0.00%,95.14%,0.00%,9,0,7.96%,0.00%,$179.55,$0.00,9,0
B075LLWNXF,B003VVH2LA,Plumtree Scott Pilgrim Band Logo Gold T-Shirt Tee (Large),plumtree001-L,164,0,0.07%,0.00%,195,0,0.07%,0.00%,97.34%,0.00%,9,1,5.49%,0.00%,$224.55,$24.95,9,1
B009KMCL6K,B005EHIUMO,Adult Unisex Futurama Classic TV Cartoon Series Faded Planet Express T-Shirt Black,Futurama003-L,173,2,0.08%,0.08%,204,2,0.07%,0.06%,98.47%,100.00%,9,0,5.20%,0.00%,$191.55,$0.00,9,0
B07BR96LSZ,B005MZ6W7S,TV Store Scott Pilgrim vs. The World Ramona Flowers Star Circle Messenger Bag (Hunter Green/Navy),scottpilgrimramonabag-Green/Navy,486,2,0.21%,0.08%,693,2,0.24%,0.06%,97.77%,100.00%,9,0,1.85%,0.00%,$431.91,$0.00,9,0
B07BTWHSXB,B0084DMJCC,Eastbound & Down Myrtle Beach Mermen 55 T-Shirt (X-Large) Carolina Blue,eastbound018-XL,86,0,0.04%,0.00%,108,0,0.04%,0.00%,97.80%,0.00%,9,0,10.47%,0.00%,$197.55,$0.00,9,0
B00DNGZ96S,B00DNGZ2CO,Teenage Mutant Ninja Turtles TMNT Michelangelo Costume Green T-Shirt with Orange Eye Mask (Adult Large),tmnt045Mike-L,64,2,0.03%,0.08%,89,11,0.03%,0.32%,87.50%,0.00%,9,3,14.06%,150.00%,$196.89,$65.19,9,3
B09542LZPC,B00FBPL81E,"Ripple Junction Average Joes Dodgeball Costume 2 Pcs - Adult Yellow Jersey from Dodgeball Movie | Halloween Costume for Men & Women | Cosplay, Roleplay, Comic Con & Halloween Sports Costume",dodgeball003-XXL,194,1,0.09%,0.04%,243,1,0.08%,0.03%,99.58%,100.00%,10,0,5.15%,0.00%,$469.90,$0.00,9,0
B08CBHLQGP,B00FH80JOM,Tuxedo Tux Adult Royal Blue Inflatable Chub Suit ® Costume,chubsuitcostume002-rylblue,584,4,0.26%,0.16%,728,6,0.25%,0.18%,96.98%,100.00%,9,0,1.54%,0.00%,$215.55,$0.00,9,0
B07BV15X7N,B00FZ3LQE6,"Power Rangers Baby Ranger Costume Romper Onesie (6-12 Months, Pink)",powerrangers018pink-6/12,125,2,0.06%,0.08%,150,2,0.05%,0.06%,97.44%,0.00%,9,0,7.20%,0.00%,$179.55,$0.00,9,0
B07CKNSJPS,B00JHLXYYM,Fifth Sun NASA Logo Adult Black T-Shirt (Adult Medium),nasa002-M,285,2,0.13%,0.08%,372,2,0.13%,0.06%,91.46%,100.00%,9,0,3.16%,0.00%,$107.55,$0.00,9,0
B07BTS225F,B00O18BM6S,Reversible Adult Red and Blue Superhero Costume Cape (Adult),superherocape002ADULTred-blu,206,4,0.09%,0.16%,264,4,0.09%,0.12%,96.51%,100.00%,9,0,4.37%,0.00%,$107.55,$0.00,9,0
B0147HQ3WA,B0145Q36OQ,Where's Waldo DELUXE Costume Set (Adult X-Large),waldocostumeDELUXE-FBA-XL,41,1,0.02%,0.04%,63,1,0.02%,0.03%,84.21%,0.00%,9,0,21.95%,0.00%,$269.55,$0.00,9,0
B07BZM5RL8,B014LRDFDG,Marvel Incredible Hulk Sublimated Long Sleeve Costume T-Shirt (Adult X-Large) Multi,incredhulk013-XL,70,1,0.03%,0.04%,99,1,0.03%,0.03%,96.84%,100.00%,10,0,14.29%,0.00%,$299.50,$0.00,9,0
B07BNJCCVN,B01596A662,Sheriff Woody Cowboy Costume Shirt (Large/X-Large) Multicolored,woodycostumeshirt-FBA-L-XL,100,4,0.04%,0.16%,125,5,0.04%,0.15%,98.25%,100.00%,9,0,9.00%,0.00%,$314.55,$0.00,9,0
B07C5D48QB,B015L2QR1W,Macho Man Star Printed Costume Bandana (Purple),machomanbandana-Purple,143,1,0.06%,0.04%,187,1,0.06%,0.03%,98.36%,100.00%,9,0,6.29%,0.00%,$107.55,$0.00,9,0
B0189UA9LM,B0189UA9LM,Gas Monkey Garage Adult Black Adjustable Snapback Hat,gasmonkeyhat001,98,0,0.04%,0.00%,137,0,0.05%,0.00%,95.62%,0.00%,9,0,9.18%,0.00%,$179.55,$0.00,9,0
