(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer (Buy Box) Percentage,Featured Offer (Buy Box) Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B07VLJD2N6,B07VLJD2N6,Cowboy Cowgirl Jessie Chaps Adult Halloween Costume Accessory White,100950-CowboyChaps,122,2,0.05%,0.08%,147,3,0.05%,0.09%,97.28%,100.00%,2,0,1.64%,0.00%,$91.90,$0.00,2,0
B07TWJ6LMY,B07VX8NBZC,Fireman Fire Fighter Child Costume Jacket and Pants Set (Personalized 6/7),Custom-220710-FiremanChildCostume-6-7,9,0,0.00%,0.00%,16,0,0.01%,0.00%,93.33%,0.00%,2,0,22.22%,0.00%,$79.90,$0.00,2,0
B07TWJ6LMY,B07VX9TDCH,Fireman Fire Fighter Child Costume Jacket and Pants Set (Personalized 10/12),Custom-220710-FiremanChildCostume-10-12,14,0,0.01%,0.00%,29,0,0.01%,0.00%,72.00%,0.00%,2,0,14.29%,0.00%,$79.90,$0.00,2,0
B07TWJ6LMY,B07VXC1MC6,Custom Fireman Fire Fighter Child Costume Jacket and Pants Set,Custom-220710-FiremanChildCostume-4-5,9,0,0.00%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,2,0,22.22%,0.00%,$79.90,$0.00,2,0
B07WC5BVM5,B07W81VW6D,Penguin Chub Suit Inflatable Costume (Teen Size) Black,220074-PenguinChubSuit-Teen,74,1,0.03%,0.04%,93,1,0.03%,0.03%,95.51%,100.00%,2,0,2.70%,0.00%,$85.90,$0.00,2,0
B081VX8D8G,B07W8VLG9L,The Office Dunder Mifflin Baseball Cap Royal,DunderMifflinHat-Blue,64,0,0.03%,0.00%,78,0,0.03%,0.00%,75.00%,0.00%,2,0,3.13%,0.00%,$35.90,$0.00,2,0
B07W9576ZF,B07WC46PC7,Chotchkies Women's Halloween Cosplay Costume Set (Small),204087-ChotchkiesCostumeSet-S,9,0,0.00%,0.00%,11,0,0.00%,0.00%,70.00%,0.00%,2,0,22.22%,0.00%,$79.90,$0.00,2,0
B07VQ8N7PK,B07WDYMT9F,Adult Dynamite Deluxe Costume Moon Boots Size 10/11,100585-MoonBoots-10/11,18,0,0.01%,0.00%,23,0,0.01%,0.00%,94.44%,0.00%,2,0,11.11%,0.00%,$119.98,$0.00,2,0
B07WTPNKY2,B07WRMNYJZ,Hot Dog Chub Suit Inflatable Halloween Costume (Teen) Multicoloured,220077-HotDogChubSuit-Teen,48,0,0.02%,0.00%,61,0,0.02%,0.00%,93.10%,0.00%,2,0,4.17%,0.00%,$99.98,$0.00,2,0
B07WW5BNHY,B07WW7NYD4,The Simpsons Duff Beer Logo Adult Red T-Shirt (Medium),10056227-DuffBeerShirt-M,6,0,0.00%,0.00%,9,0,0.00%,0.00%,100.00%,0.00%,2,0,33.33%,0.00%,$43.90,$0.00,2,0
B081VX8D8G,B07X7JX8H1,"The Office Men's, Black, One Size",DunderMifflinHat-Black,77,0,0.03%,0.00%,98,0,0.03%,0.00%,94.62%,0.00%,2,0,2.60%,0.00%,$39.90,$0.00,2,0
B07XMFPZL7,B07XJ83V1G,Celtic Knot Wedding Ring Outlander Stainless Steel Prop Accessory (Size 7),CelticRing-7,13,0,0.01%,0.00%,14,0,0.00%,0.00%,90.91%,0.00%,2,0,15.38%,0.00%,$45.90,$0.00,2,0
B075VCXD77,B07Y3JLBGS,Dc Comics Wonder Woman Warrior Corset and Skirt Costume Set (Women's Small),WB1658-WB1659-WonderWomanCostumeSet1-S,41,0,0.02%,0.00%,63,0,0.02%,0.00%,96.49%,0.00%,2,0,4.88%,0.00%,$127.90,$0.00,2,0
B07YBDSTJZ,B07YBCP75D,Flint Tropics White Basketball Shorts Adult Halloween Costume,220743-FlintTropicsSHORTS-L/XL,4,1,0.00%,0.04%,6,1,0.00%,0.03%,100.00%,0.00%,3,0,75.00%,0.00%,$110.97,$0.00,2,0
B07YBGCDG2,B07YBDVF2D,Adult Halloween Tropical Hopper Costume Hawaiian Button Down Shirt (Large) Multicoloured,204088-HopperHawaiianShirt-L,12,0,0.01%,0.00%,13,0,0.00%,0.00%,84.62%,0.00%,2,0,16.67%,0.00%,$73.90,$0.00,2,0
B07YBGCDG2,B07YBF3NYY,Adult Halloween Tropical Hopper Costume Hawaiian Button Down Shirt (XX-Large) Multicoloured,204088-HopperHawaiianShirt-XXL,17,0,0.01%,0.00%,18,0,0.01%,0.00%,94.12%,0.00%,2,0,11.76%,0.00%,$73.90,$0.00,2,0
B07YGTK3FZ,B07YGYMC32,Underboss Rick and Morty Adult Dimension Portal T-Shirt and Lounge Pants Pajama Set Multicoloured,RM0314-TShirtPantsPajamaSet-XXL,21,0,0.01%,0.00%,28,0,0.01%,0.00%,84.62%,0.00%,2,0,9.52%,0.00%,$59.98,$0.00,2,0
B07ZL25QG1,B07ZL25QG1,"Toy Story Woody and Jessie Halloween Cosplay Costume Belt (Medium - 34"" - 38"") Brown",TSM20002TV-WoodyBelt-M,34,1,0.01%,0.04%,42,1,0.01%,0.03%,97.62%,100.00%,2,0,5.88%,0.00%,$47.90,$0.00,2,0
B081VX1MBF,B081VTWC61,Trix Silly Rabbit Plush Lounge Pants (Adult Large),GM0002-TrixRabbitLoungePants-L,4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,$25.90,$0.00,2,0
B081ZFML7D,B081ZCJ183,Fruit Loops All Over Plush Lounge Pants (Adult Large),KG0004-FruitLoopsLoungePants-L,8,0,0.00%,0.00%,10,0,0.00%,0.00%,55.56%,0.00%,2,0,25.00%,0.00%,$25.90,$0.00,2,0
B081ZFML7D,B081ZH7ZRY,Fruit Loops All Over Plush Lounge Pants (Adult Medium),KG0004-FruitLoopsLoungePants-M,10,0,0.00%,0.00%,19,0,0.01%,0.00%,88.89%,0.00%,2,0,20.00%,0.00%,$25.90,$0.00,2,0
B08231Z9XF,B08232Z2Z2,"Horse Man Ugly Christmas Sweater (Adult, Medium, Orange)",HorsermanUCS-Orange-M,30,0,0.01%,0.00%,37,0,0.01%,0.00%,94.12%,0.00%,2,0,6.67%,0.00%,$99.98,$0.00,2,0
B083QQY4X4,B083QQ6L2B,Costume Agent 90's Modern Life Button Down Shirt Blue,204089-ModernLife-S,97,0,0.04%,0.00%,119,0,0.04%,0.00%,95.69%,0.00%,2,0,2.06%,0.00%,$67.90,$0.00,2,0
B084PZDKRH,B084Q36WMH,Costume Agent Personalized Add Your Own Image Custom Adult Sublimation Capes Green,CustomSublimationCape-Green,43,0,0.02%,0.00%,49,0,0.02%,0.00%,100.00%,0.00%,2,0,4.65%,0.00%,$45.90,$0.00,2,0
B084PZDKRH,B084Q417WD,Costume Agent Personalized Add Your Own Image Custom Adult Sublimation Capes Red,CustomSublimationCape-Red,87,3,0.04%,0.12%,108,5,0.04%,0.15%,100.00%,100.00%,2,0,2.30%,0.00%,$45.90,$0.00,2,0
B0887M6B4H,B08881D7WM,Hollywood Champion Adult White T-Shirt,3001-White-ChampionShirt-3XL,8,0,0.00%,0.00%,8,0,0.00%,0.00%,100.00%,0.00%,2,0,25.00%,0.00%,$45.90,$0.00,2,0
B08CGNFQR1,B08CG7QY5H,Face Mask with Design Add Your Own Custom Image Reusable Cloth Mask with Filter (5 Pack),CustomFaceMask-5PACK,2,0,0.00%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,2,0,100.00%,0.00%,$67.90,$0.00,2,0
B08FF2LQ1R,B08FDZN3M1,"Mad Engine Ghostbusters Costume Adult T-Shirt - Short Sleeves Ghostbusters T-Shirt with Back Print for Men and Women Halloween Costume | Costume for Cosplay, Comic Con and Themed Birthday Party",FWMSC20-StantzShirt-L,16,0,0.01%,0.00%,21,0,0.01%,0.00%,85.71%,0.00%,2,0,12.50%,0.00%,$43.90,$0.00,2,0
B08FF2LQ1R,B08FDZYGYN,"Mad Engine Ghostbusters Costume Adult T-Shirt - Short Sleeves Ghostbusters T-Shirt with Back Print for Men and Women Halloween Costume | Costume for Cosplay, Comic Con and Themed Birthday Party",FXMSC20-SpenglerShirt-2XL,25,0,0.01%,0.00%,27,0,0.01%,0.00%,96.15%,0.00%,2,0,8.00%,0.00%,$43.90,$0.00,2,0
B08FF2LQ1R,B08FF1KB9Y,"Mad Engine Ghostbusters Costume Adult T-Shirt - Short Sleeves Ghostbusters T-Shirt with Back Print for Men and Women Halloween Costume | Costume for Cosplay, Comic Con and Themed Birthday Party",FWMSC20-StantzShirt-M,17,0,0.01%,0.00%,23,0,0.01%,0.00%,95.45%,0.00%,2,0,11.76%,0.00%,$43.90,$0.00,2,0
B08FF2LQ1R,B08FF1LVWB,"Mad Engine Ghostbusters Costume Adult T-Shirt - Short Sleeves Ghostbusters T-Shirt with Back Print for Men and Women Halloween Costume | Costume for Cosplay, Comic Con and Themed Birthday Party",FYMSC20-ZeddemoreShirt-XL,63,0,0.03%,0.00%,82,0,0.03%,0.00%,98.73%,0.00%,2,0,3.17%,0.00%,$43.90,$0.00,2,0
B08FF2LQ1R,B08FF268C6,"Mad Engine Ghostbusters Costume Adult T-Shirt - Short Sleeves Ghostbusters T-Shirt with Back Print for Men and Women Halloween Costume | Costume for Cosplay, Comic Con and Themed Birthday Party",G0MSC20-VenkmanShirt-S,92,4,0.04%,0.16%,109,4,0.04%,0.12%,88.24%,100.00%,2,1,2.17%,25.00%,$43.68,$21.73,2,1
B08GGCJ9M5,B08GGCJ9M5,The Riddler Villain Neck Tie Halloween Costume Accessory Green,220795-RiddlerTie,14,0,0.01%,0.00%,25,0,0.01%,0.00%,88.00%,0.00%,2,0,14.29%,0.00%,$25.90,$0.00,2,0
B08GGCJ4CV,B08GGDR3XP,Marty McFly Halloween Costume Button Up Shirt White,220793-MartyShirt-L,28,2,0.01%,0.08%,44,2,0.02%,0.06%,97.67%,100.00%,2,0,7.14%,0.00%,$59.90,$0.00,2,0
B08GGCJ4CV,B08GGDR3XQ,Marty McFly Halloween Costume Button Up Shirt White,220793-MartyShirt-M,13,0,0.01%,0.00%,21,0,0.01%,0.00%,84.21%,0.00%,2,0,15.38%,0.00%,$59.90,$0.00,2,0
B08GYB3TT6,B08GYCG2S7,Dodgeball Average Joe's Women's Halloween Costume Set,220757-AverageJoesWomensSet-M,35,1,0.02%,0.04%,41,2,0.01%,0.06%,100.00%,100.00%,2,0,5.71%,0.00%,$109.90,$0.00,2,0
B08HPXH166,B08HPKCVL3,Mean Girls Jingle Bell Santa Claus Halloween Costume Set Red,220781-MeanGirlsSantaCostume-S,13,0,0.01%,0.00%,17,0,0.01%,0.00%,84.62%,0.00%,2,0,15.38%,0.00%,$119.90,$0.00,2,0
B07CJV7V6G,B08J89JRXX,"Double Dare Logo Costume Adult T-Shirt Tee (XXX-Large, Blue)",doubledare001blue-3XL,6,0,0.00%,0.00%,7,0,0.00%,0.00%,100.00%,0.00%,2,0,33.33%,0.00%,$39.90,$0.00,2,0
B08JRS7JVQ,B08JRYY44J,"Costume Agent Hooters Costume Set - 4 Pcs For Girls | Halloween Costume Includes Top, Shirt & Socks | White Top with Orange Shorts for Comic Con, Cosplay and Themed Birthday Party",HootersCostumeSet&Socks-FBA-L,21,1,0.01%,0.04%,28,1,0.01%,0.03%,100.00%,100.00%,2,0,9.52%,0.00%,$99.90,$0.00,2,0
B08KSJLP51,B08KSKQG21,M&M's Candy Character Full Body Adult T-Shirt Tee Green,M&M-Green-ADULT-Shirt-S,32,0,0.01%,0.00%,44,0,0.02%,0.00%,90.70%,0.00%,2,0,6.25%,0.00%,$41.90,$0.00,2,0
B08KSLNKPM,B08KSL59CK,Women's/Junior's M&M's Candy Cartoon Character Full Body T-Shirt (4 Colors) Green,M&M-Green-JUNIORS-Shirt-XS,20,1,0.01%,0.04%,25,1,0.01%,0.03%,88.89%,0.00%,2,0,10.00%,0.00%,$43.90,$0.00,2,0
B08KWJJWD8,B08KWKFJGB,Violet Chub Suit Inflatable Halloween Costume (Adult),220082-VioletChubSuit-ADULT,63,0,0.03%,0.00%,83,0,0.03%,0.00%,93.98%,0.00%,2,0,3.17%,0.00%,$99.98,$0.00,2,0
B08L6PSRDB,B08L6T2NQP,Rockford Peaches Halloween Cosplay Costume Set - Baseball Player Costume for Boys & Youth,220753-RockfordPeachesBOYS-4/5,7,0,0.00%,0.00%,8,0,0.00%,0.00%,57.14%,0.00%,2,0,28.57%,0.00%,$79.90,$0.00,2,0
B08LMMYL27,B08LMSZK64,Master Roshi Halloween Costume Button Down Shirt Cosplay Orange,220793-MasterRoshiShirt-M,25,0,0.01%,0.00%,28,0,0.01%,0.00%,95.83%,0.00%,2,0,8.00%,0.00%,$69.90,$0.00,2,0
B08LQMJN5L,B08LQN473B,"Power Rangers Black Costume T-Shirt(Black,3XL)",PowerRangers-Black-SLShirt-3XL,165,2,0.07%,0.08%,199,4,0.07%,0.12%,96.55%,100.00%,2,0,1.21%,0.00%,$39.90,$0.00,2,0
B08LQMJN5L,B08LQNDKDT,"Power Rangers Blue Costume T-Shirt(Blue,Small)",PowerRangers-Blue-SLShirt-S,108,0,0.05%,0.00%,118,0,0.04%,0.00%,15.04%,0.00%,2,0,1.85%,0.00%,$39.90,$0.00,2,0
B08LQMJN5L,B08LQQL3JS,"Power Rangers White Costume T-Shirt(White,XXL)",PowerRangers-White-SLShirt-2XL,112,1,0.05%,0.04%,137,1,0.05%,0.03%,27.34%,0.00%,2,0,1.79%,0.00%,$39.90,$0.00,2,0
B08LQMJN5L,B08LQR93QB,"Power Rangers Green Costume T-Shirt(Green,Small)",PowerRangers-Green-SLShirt-S,112,1,0.05%,0.04%,134,1,0.05%,0.03%,15.83%,0.00%,2,0,1.79%,0.00%,$39.90,$0.00,2,0
B08N2N22XV,B08N32W2TH,The Big Lebowski Bowling Pins Red Lounge Pants,BLSA2565TV-BigLebowskiPinsPants-M,4,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,2,0,50.00%,0.00%,$25.90,$0.00,2,0
B08NTPNSL1,B08NTMDYSV,Briefly Stated Top Gun Flight Suit Costume Pajama Union Suit - M,XO011MBSTV-TopGunPajamaSuit-M,16,0,0.01%,0.00%,16,0,0.01%,0.00%,46.15%,0.00%,2,0,12.50%,0.00%,$53.98,$0.00,2,0
B08TB5D1NV,B08TB5D1NV,Doctor Who Tardis Police Booth Hooded One Piece Pajama Costume Union Suit Blue,drwhokigurumi001,96,0,0.04%,0.00%,128,0,0.04%,0.00%,97.66%,0.00%,2,0,2.08%,0.00%,$49.90,$0.00,2,0
B092X7DL15,B092X7DL15,"Changes Men's Standard Yellowstone Dutton Ranch Kevin Costner Western TV Show Trucker Hat Cap 66-11 Black, One Size",6665611-yellowstoneTruckerHat,828,13,0.36%,0.51%,"1,069",19,0.37%,0.56%,3.46%,0.00%,2,0,0.24%,0.00%,$39.90,$0.00,2,0
B0934Q85CV,B0934Q85CV,"Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt (as1, Alpha, l, Regular, Michelangelo)",TMNTShirt-Youth-Mike-L,21,0,0.01%,0.00%,30,0,0.01%,0.00%,96.67%,0.00%,2,0,9.52%,0.00%,$39.90,$0.00,2,0
B077F5WFNB,B0977MDQ33,"Costume Agent Inflatable Indoor and Outdoor Christmas Decoration (4 feet, Reindeer)",Inflatable001-HumpReindeer4feet1,271,8,0.12%,0.32%,330,11,0.11%,0.32%,99.08%,90.91%,2,0,0.74%,0.00%,$159.98,$0.00,2,0
B099XBX216,B099X9NM5F,Costume Agent Legends of the Hidden Temple Olmec Temple Guard T-Shirt 2XL,HiddenTempleShirt-PURP-2XL,3,0,0.00%,0.00%,4,0,0.00%,0.00%,100.00%,0.00%,2,0,66.67%,0.00%,$31.90,$0.00,2,0
B099XBX216,B099XB42NB,Legends of the Hidden Temple Olmec Temple Guard Token and T-Shirt Halloween Costume Set,HiddenTempleShirtCOIN-ORA-FBA-2X,10,0,0.00%,0.00%,10,0,0.00%,0.00%,87.50%,0.00%,2,0,20.00%,0.00%,$45.90,$0.00,2,0
B099XBX216,B099XBFS67,Costume Agent Legends of the Hidden Temple Olmec Temple Guard T-Shirt MEDIUM,HiddenTempleShirt-GREY-M,5,0,0.00%,0.00%,7,0,0.00%,0.00%,80.00%,0.00%,2,0,40.00%,0.00%,$31.90,$0.00,2,0
B099XBX216,B099XBRVJ7,Costume Agent Legends of the Hidden Temple Olmec Temple Guard T-Shirt XL,HiddenTempleShirt-GREEN-XL,10,0,0.00%,0.00%,13,0,0.00%,0.00%,92.31%,0.00%,2,0,20.00%,0.00%,$31.90,$0.00,2,0
B099XBX216,B099XBV6W1,Costume Agent Legends of the Hidden Temple Olmec Temple Guard T-Shirt XL,HiddenTempleShirt-ORANG-XL,5,0,0.00%,0.00%,7,0,0.00%,0.00%,80.00%,0.00%,2,0,40.00%,0.00%,$31.90,$0.00,2,0
B099XBX216,B099XC2PRH,Legends of the Hidden Temple Olmec Temple Guard Token and T-Shirt Halloween Costume Set,HiddenTempleShirtCOIN-GREEN-XL,9,0,0.00%,0.00%,10,0,0.00%,0.00%,90.00%,0.00%,2,0,22.22%,0.00%,$43.90,$0.00,2,0
B099XBX216,B099XC5DL3,Costume Agent Legends of the Hidden Temple Olmec Temple Guard T-Shirt 2XL,HiddenTempleShirt-GREEN-2XL,5,0,0.00%,0.00%,6,0,0.00%,0.00%,100.00%,0.00%,2,0,40.00%,0.00%,$31.90,$0.00,2,0
B099XBX216,B099XCB5F7,Legends of the Hidden Temple Olmec Temple Guard Token and T-Shirt Halloween Costume Set,HiddenTempleShirtCOIN-BLU-FBA-M,18,0,0.01%,0.00%,34,0,0.01%,0.00%,96.97%,0.00%,3,0,16.67%,0.00%,$68.85,$0.00,2,0
B099XBX216,B099XCJVBN,Legends of the Hidden Temple Olmec Temple Guard Token and T-Shirt Halloween Costume Set,HiddenTempleShirt-PURP-L,5,0,0.00%,0.00%,5,0,0.00%,0.00%,50.00%,0.00%,2,0,40.00%,0.00%,$31.90,$0.00,2,0
B099XBX216,B099XCS2XQ,Legends of the Hidden Temple Olmec Temple Guard Token and T-Shirt Halloween Costume Set,HiddenTempleShirtCOIN-GRN-FBA-L,14,0,0.01%,0.00%,16,0,0.01%,0.00%,81.25%,0.00%,2,0,14.29%,0.00%,$45.90,$0.00,2,0
B099XBX216,B099XDMTZ5,Costume Agent Legends of the Hidden Temple Olmec Temple Guard T-Shirt MEDIUM,HiddenTempleShirt-BLUE-M,9,0,0.00%,0.00%,10,0,0.00%,0.00%,100.00%,0.00%,2,0,22.22%,0.00%,$31.90,$0.00,2,0
B099XBX216,B099XFJ6L7,Legends of the Hidden Temple Olmec Temple Guard Token and T-Shirt Halloween Costume Set,HiddenTempleShirtCOIN-RED-XL,10,0,0.00%,0.00%,18,0,0.01%,0.00%,93.75%,0.00%,2,0,20.00%,0.00%,$43.90,$0.00,2,0
B09BW3NQQT,B09BW21L76,Adult Unisex Complete Quailman Superhero Character Halloween Cosplay Costume,220799-QuailMan-L,18,0,0.01%,0.00%,22,0,0.01%,0.00%,85.71%,0.00%,2,0,11.11%,0.00%,$115.90,$0.00,2,0
B09BW3NQQT,B09BW36ZWP,Adult Unisex Complete Quailman Superhero Character Halloween Cosplay Costume,220799-QuailMan-S,7,0,0.00%,0.00%,10,0,0.00%,0.00%,90.00%,0.00%,2,0,28.57%,0.00%,$115.90,$0.00,2,0
B07BS3Q947,B09F4R27GP,WWE Hulk Hogan Hulkamania Adult T-Shirt (4X-Large) Yellow,hulk001N-4XL,17,1,0.01%,0.04%,20,1,0.01%,0.03%,100.00%,100.00%,2,0,11.76%,0.00%,$47.90,$0.00,2,0
B09H8FK5MN,B09H86632R,"Boxing Robe and Shorts Halloween Costume Cosplay for Kids Custom Satin Boxer Cloak (American Flag, Personalized (Custom))",220846-CustomRobeKids-Flag,66,2,0.03%,0.08%,105,2,0.04%,0.06%,100.00%,100.00%,2,0,3.03%,0.00%,$77.90,$0.00,2,0
B09HDGHLDW,B09HCSJ7NR,Kids/Youth/Toddler Christmas Pink Bunny Jumpsuit Halloween Christmas Costume,220823-PinkBunny-KIDS-5/6,7,0,0.00%,0.00%,9,0,0.00%,0.00%,100.00%,0.00%,2,0,28.57%,0.00%,$79.98,$0.00,2,0
B09HHM7R6N,B09HHMKD4Z,Superhero Force Trooper Power Costume Halloween Pajamas Jumpsuit,220814-PowerRangerPJ-BLK-2XL,10,2,0.00%,0.08%,15,4,0.01%,0.12%,92.86%,66.67%,2,2,20.00%,100.00%,$106.82,$106.82,2,2
B09HHM7R6N,B09HHN9VSQ,Superhero Force Trooper Power Costume Halloween Pajamas Jumpsuit,220814-PowerRangerPJ-BLU-XL,4,2,0.00%,0.08%,5,3,0.00%,0.09%,100.00%,100.00%,2,1,50.00%,50.00%,$107.36,$53.41,2,1
B09HHM7R6N,B09HHNK9MM,Superhero Force Trooper Power Costume Halloween Pajamas Jumpsuit,220814-PowerRangerPJ-RED-2XL,15,3,0.01%,0.12%,17,5,0.01%,0.15%,83.33%,100.00%,2,2,13.33%,66.67%,$106.82,$106.82,2,2
B07WW6QCG6,B09HJJNTGL,"Shark Chub Suit Inflatable Adult Halloween Costume (Youth, Blue)",220079-SharkChubSuitBlue-YOUTH,18,0,0.01%,0.00%,23,0,0.01%,0.00%,77.27%,0.00%,2,0,11.11%,0.00%,$79.98,$0.00,2,0
B09HL9G86S,B09HLBM8MG,Cousin Eddie Christmas White Shoes Halloween Costume Footwear (Numeric_13),100581-CousinEddieShoe-13,32,1,0.01%,0.04%,41,1,0.01%,0.03%,97.44%,100.00%,2,0,6.25%,0.00%,$149.98,$0.00,2,0
B09HL9G86S,B09HLCWZDX,Cousin Eddie Christmas White Shoes Halloween Costume Footwear (Numeric_10),100581-CousinEddieShoe-10,46,0,0.02%,0.00%,51,0,0.02%,0.00%,91.67%,0.00%,2,0,4.35%,0.00%,$149.98,$0.00,2,0
B09HP3VH7H,B09HP4NZ5S,"Hulkamania Costume Complete Set Youth Halloween Set (Red Sunglasses/Red Bandana, Medium)",HulkamaniaKIDS-RedSunRedBan-M,8,0,0.00%,0.00%,10,0,0.00%,0.00%,88.89%,0.00%,2,0,25.00%,0.00%,$79.98,$0.00,2,0
B09HWLGYZC,B09HWHYV1Y,Golf Rainbow Cardigan Sweater Caddy Halloween Costume Cosplay,204092-RainbowCardigan-S,16,0,0.01%,0.00%,23,0,0.01%,0.00%,94.74%,0.00%,2,0,12.50%,0.00%,$107.90,$0.00,2,0
B09LJ47KZM,B09LJ3K4W4,"COSTUME AGENT Jumbo Christmas Balls - 15/18/25/30 Inch Oversized Ornaments | Extra Large Giant Holiball Inflatable Ornaments for Indoor Outdoor Christmas Decorations, Weddings & Birthday Parties",102026-InfOrnament-25-Silver,23,1,0.01%,0.04%,34,4,0.01%,0.12%,100.00%,100.00%,5,0,21.74%,0.00%,$189.75,$0.00,2,0
B09LJ47KZM,B09LJ4NHDR,"COSTUME AGENT Jumbo Christmas Balls - 15/18/25/30 Inch Oversized Ornaments | Extra Large Giant Holiball Inflatable Ornaments for Indoor Outdoor Christmas Decorations, Weddings & Birthday Parties",102025-InfOrnament-18-Pink-FBA,82,5,0.04%,0.20%,103,7,0.04%,0.21%,94.62%,71.43%,3,0,3.66%,0.00%,$89.97,$0.00,2,0
B09LJ47KZM,B09LJVMCG6,"COSTUME AGENT Jumbo Christmas Balls - 15/18/25/30 Inch Oversized Ornaments | Extra Large Giant Holiball Inflatable Ornaments for Indoor Outdoor Christmas Decorations, Weddings & Birthday Parties",102025-InfOrnament-18-Gold-FBA,102,5,0.04%,0.20%,137,5,0.05%,0.15%,94.35%,75.00%,3,0,2.94%,0.00%,$92.97,$0.00,2,0
B09LMQG2JJ,B09LMRJWS1,Coca Cola Coke Bears and Snowflakes Red Lounge Pants,CCXX23IMNP-CokeBearSnow-L,14,0,0.01%,0.00%,25,0,0.01%,0.00%,100.00%,0.00%,2,0,14.29%,0.00%,$39.90,$0.00,2,0
B09LVTLVKH,B09LRHQMH9,The Karate Kid Cobra Kai Adult Sleep Lounge Pants,K4SA2128TV-CobraKaiPants-XL,15,0,0.01%,0.00%,21,0,0.01%,0.00%,85.00%,0.00%,2,0,13.33%,0.00%,$39.90,$0.00,2,0
B09LVT3YTX,B09LRJ1B62,Bob Ross Happy Little Clouds Adult Sleep Lounge Pants (Large),B3SA2051TV-BobRossPants-L,24,0,0.01%,0.00%,34,0,0.01%,0.00%,87.88%,0.00%,2,0,8.33%,0.00%,$31.90,$0.00,2,0
B09MSQNC44,B09MSQQK8H,Toy Story Pizza Planet Delivery Red T-Shirt (3X-Large),YTAS2063TV-PizzaPlanetShirt-3XL,14,0,0.01%,0.00%,16,0,0.01%,0.00%,100.00%,0.00%,2,0,14.29%,0.00%,$53.90,$0.00,2,0
B09MSQNC44,B09MSR7KCR,Toy Story Pizza Planet Delivery Red T-Shirt (Large),YTAS2063TV-PizzaPlanetShirt-L,26,1,0.01%,0.04%,35,1,0.01%,0.03%,100.00%,100.00%,3,0,11.54%,0.00%,$80.85,$0.00,2,0
B09MSQNC44,B09MSRDWVQ,Toy Story Pizza Planet Delivery Red T-Shirt (Medium),YTAS2063TV-PizzaPlanetShirt-M,15,0,0.01%,0.00%,29,0,0.01%,0.00%,96.43%,0.00%,2,0,13.33%,0.00%,$53.90,$0.00,2,0
B09MSQNC44,B09MSRZQ9V,Toy Story Pizza Planet Delivery Red T-Shirt (X-Large),YTAS2063TV-PizzaPlanetShirt-XL,19,3,0.01%,0.12%,25,3,0.01%,0.09%,73.91%,66.67%,3,0,15.79%,0.00%,$80.85,$0.00,2,0
B09S7XZKMZ,B09S84WR2K,Super Hero Cape Kids Dress Up Costume Add Your Name Personalized Custom Capes (Red Iron Face),custom-KidsCape-IronMan,18,1,0.01%,0.04%,27,1,0.01%,0.03%,96.15%,100.00%,2,0,11.11%,0.00%,$49.90,$0.00,2,0
B09SBQQDW4,B09SBQTNR9,Custom Capes Kids Superhero Dress Up Costume Personalized Cape (Blue),custom-KidsCape-Blue,32,2,0.01%,0.08%,43,3,0.01%,0.09%,97.56%,100.00%,2,0,6.25%,0.00%,$49.90,$0.00,2,0
B09V987PMJ,B09V9F6TK2,New World Wrestling Wolfpac Order Logo Adult Red T-Shirt (Small),nwo004redN-S,26,0,0.01%,0.00%,30,0,0.01%,0.00%,93.33%,0.00%,2,0,7.69%,0.00%,$39.90,$0.00,2,0
B0B1JJVZFV,B0B1JHNJZL,"Custom Blanket with Personalized Photo and Name Superhero Fleece Blankets (Spider2, 30x40 Fleece)",SHero-30x40fleece-Spider2,180,0,0.08%,0.00%,236,0,0.08%,0.00%,99.13%,0.00%,2,0,1.11%,0.00%,$67.90,$0.00,2,0
B0B1JJVZFV,B0B1JJD9Y2,"Custom Blanket with Personalized Photo and Name Superhero Fleece Blankets (Spider, 50x60 Silktouch)",SHero-50x60Silktouch-Spider,75,0,0.03%,0.00%,97,0,0.03%,0.00%,98.90%,0.00%,2,0,2.67%,0.00%,$99.90,$0.00,2,0
B0887M6B4H,B0B4PPG5K9,Hollywood Champion Adult White T-Shirt,3001-White-ChampionShirt-XXL,13,0,0.01%,0.00%,14,0,0.00%,0.00%,92.86%,0.00%,2,0,15.38%,0.00%,$45.90,$0.00,2,0
